,drg_definition,provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hospital_referral_region_hrr_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,average_consumer_payments,State,govenors_party_in_2017,state_party,total_covered_charges,total_payments,total_medicare_payments,total_consumer_payments,per capita average covered charges,per capita average total payments,per capita average medicare payments,per capita average consumer payments,per capita average covered - per capita average total payments
144823,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370049,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,STILLWATER,OK,74076,OK - Tulsa,13,61583.85,22098.77,18427.38,3671.3899999999994,Oklahoma,R,OK- R,800590.0499999999,287284.01,239555.94,47728.06999999999,61583.84999999999,22098.77,18427.38,3671.3899999999994,39485.079999999994
144896,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,OK,73505,OK - Lawton,17,84685.71,19498.53,18573.59,924.9399999999987,Oklahoma,R,OK- R,1439657.07,331475.01,315751.03,15723.979999999978,84685.71,19498.53,18573.59,924.9399999999987,65187.18
145179,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,OK - Tulsa,24,72321.0,20253.12,17036.17,3216.9500000000007,Oklahoma,R,OK- R,1735704.0,486074.88,408868.07999999996,77206.80000000002,72321.0,20253.12,17036.17,3216.9500000000007,52067.880000000005
145180,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,OK - Tulsa,11,51551.64,21616.18,10548.82,11067.36,Oklahoma,R,OK- R,567068.04,237777.98,116037.01999999999,121740.96,51551.64000000001,21616.18,10548.82,11067.36,29935.460000000006
145617,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,OK - Oklahoma City,12,125778.42,20961.17,19931.92,1029.25,Oklahoma,R,OK- R,1509341.04,251534.03999999998,239183.03999999998,12351.0,125778.42,20961.17,19931.92,1029.25,104817.25
146068,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370203,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OK,73159,OK - Oklahoma City,14,108694.43,17177.0,16059.0,1118.0,Oklahoma,R,OK- R,1521722.02,240478.0,224826.0,15652.0,108694.43000000001,17177.0,16059.0,1118.0,91517.43000000001
146069,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,370203,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OK,73159,OK - Oklahoma City,20,86483.85,14903.3,13725.9,1177.3999999999996,Oklahoma,R,OK- R,1729677.0,298066.0,274518.0,23547.999999999993,86483.85,14903.3,13725.9,1177.3999999999996,71580.55
146087,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370210,"OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300",TULSA,OK,74137,OK - Tulsa,48,44040.56,17395.79,16303.21,1092.5800000000017,Oklahoma,R,OK- R,2113946.88,834997.92,782554.08,52443.840000000084,44040.56,17395.79,16303.21,1092.5800000000017,26644.77
146088,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,370210,"OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300",TULSA,OK,74137,OK - Tulsa,31,39054.55,14781.39,11748.94,3032.449999999999,Oklahoma,R,OK- R,1210691.05,458223.08999999997,364217.14,94005.94999999997,39054.55,14781.39,11748.94,3032.449999999999,24273.160000000003
146239,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370222,MCBRIDE ORTHOPEDIC HOSPITAL,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,OK - Oklahoma City,64,53151.02,18594.83,17612.2,982.630000000001,Oklahoma,R,OK- R,3401665.28,1190069.12,1127180.8,62888.320000000065,53151.02,18594.83,17612.2,982.630000000001,34556.189999999995
146329,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,370235,"ST JOHN BROKEN ARROW, INC",1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012,OK - Tulsa,52,76672.23,18231.27,14207.79,4023.4799999999996,Oklahoma,R,OK- R,3986955.96,948026.04,738805.0800000001,209220.95999999996,76672.23,18231.27,14207.79,4023.479999999999,58440.96
146330,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,370235,"ST JOHN BROKEN ARROW, INC",1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012,OK - Tulsa,35,59693.0,15587.71,11430.8,4156.91,Oklahoma,R,OK- R,2089255.0,545569.85,400078.0,145491.85,59693.0,15587.71,11430.8,4156.91,44105.29
146521,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,OR - Portland,21,68456.62,25525.86,24577.67,948.1900000000023,Oregon,D,OR- D,1437589.02,536043.06,516131.06999999995,19911.99000000005,68456.62,25525.860000000004,24577.67,948.1900000000023,42930.759999999995
146522,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,OR - Portland,19,56068.68,23223.84,16014.89,7208.950000000001,Oregon,D,OR- D,1065304.92,441252.96,304282.91,136970.05000000002,56068.67999999999,23223.84,16014.89,7208.950000000001,32844.84
146609,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,PORTLAND,OR,97227,OR - Portland,13,96923.69,27660.0,26716.0,944.0,Oregon,D,OR- D,1260007.97,359580.0,347308.0,12272.0,96923.69,27660.0,26716.0,944.0,69263.69
146735,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,OR - Portland,11,138071.73,54268.64,50133.0,4135.639999999999,Oregon,D,OR- D,1518789.03,596955.04,551463.0,45492.03999999999,138071.73,54268.64000000001,50133.0,4135.639999999999,83803.09
146736,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,OR - Portland,32,106670.72,35630.19,32533.31,3096.880000000001,Oregon,D,OR- D,3413463.04,1140166.08,1041065.92,99100.16000000003,106670.72,35630.19,32533.31,3096.880000000001,71040.53
146737,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,OR - Portland,38,66149.37,26512.5,24570.11,1942.3899999999994,Oregon,D,OR- D,2513676.0599999996,1007475.0,933664.18,73810.81999999998,66149.37,26512.5,24570.11,1942.3899999999994,39636.86999999999
147323,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,380047,ST CHARLES BEND,2500 NE NEFF ROAD,BEND,OR,97701,OR - Bend,21,58414.9,26010.24,20959.33,5050.91,Oregon,D,OR- D,1226712.9000000001,546215.04,440145.93000000005,106069.11,58414.90000000001,26010.24,20959.33,5050.91,32404.660000000003
147324,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380047,ST CHARLES BEND,2500 NE NEFF ROAD,BEND,OR,97701,OR - Bend,18,43170.78,19335.61,18089.78,1245.8300000000017,Oregon,D,OR- D,777074.04,348040.98,325616.04,22424.94000000003,43170.78,19335.61,18089.78,1245.8300000000017,23835.170000000002
147501,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,OR - Salem,18,57867.67,22142.5,16841.61,5300.889999999999,Oregon,D,OR- D,1041618.0599999999,398565.0,303148.98,95416.01999999999,57867.67,22142.5,16841.61,5300.889999999999,35725.17
147673,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,OR - Portland,12,55761.33,21242.0,19847.0,1395.0,Oregon,D,OR- D,669135.96,254904.0,238164.0,16740.0,55761.329999999994,21242.0,19847.0,1395.0,34519.329999999994
147765,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380075,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,OR,97504,OR - Medford,18,62773.17,18522.0,17630.33,891.6699999999983,Oregon,D,OR- D,1129917.06,333396.0,317345.94000000006,16050.059999999969,62773.170000000006,18522.0,17630.33,891.6699999999983,44251.170000000006
147830,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380089,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,OR - Portland,25,43456.08,19481.72,17354.04,2127.6800000000003,Oregon,D,OR- D,1086402.0,487043.0,433851.0,53192.00000000001,43456.08,19481.72,17354.04,2127.6800000000003,23974.36
148024,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,380102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,OR - Eugene,20,85081.15,26616.8,21098.8,5518.0,Oregon,D,OR- D,1701623.0,532336.0,421976.0,110360.0,85081.15,26616.8,21098.8,5518.0,58464.35
148025,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,380102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,OR - Eugene,25,77592.52,22750.84,18118.96,4631.880000000001,Oregon,D,OR- D,1939813.0,568771.0,452974.0,115797.00000000003,77592.52,22750.84,18118.96,4631.880000000001,54841.68
148138,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390001,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,PA - Scranton,15,125255.87,18567.47,15450.8,3116.670000000002,Pennsylvania,D,PA- D,1878838.0499999998,278512.05000000005,231762.0,46750.05000000003,125255.86999999998,18567.470000000005,15450.8,3116.6700000000023,106688.39999999998
148139,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390001,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,PA - Scranton,11,104893.18,14348.73,13047.45,1301.2799999999988,Pennsylvania,D,PA- D,1153824.98,157836.03,143521.95,14314.079999999987,104893.18,14348.73,13047.45,1301.2799999999988,90544.45
148405,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,PA - Danville,14,185166.29,27180.0,24342.0,2838.0,Pennsylvania,D,PA- D,2592328.06,380520.0,340788.0,39732.0,185166.29,27180.0,24342.0,2838.0,157986.29
148840,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PA - Philadelphia,11,348601.0,38468.55,33226.36,5242.190000000002,Pennsylvania,D,PA- D,3834611.0,423154.05000000005,365489.96,57664.090000000026,348601.0,38468.55,33226.36,5242.190000000002,310132.45
149149,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,PA - Pittsburgh,11,35672.64,18003.91,13257.09,4746.82,Pennsylvania,D,PA- D,392399.04,198043.01,145827.99,52215.02,35672.64,18003.91,13257.089999999998,4746.82,17668.729999999996
149385,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390044,READING HOSPITAL,SIXTH AVENUE AND SPRUCE ST,READING,PA,19603,PA - Reading,26,65208.35,23368.42,21377.54,1990.8799999999974,Pennsylvania,D,PA- D,1695417.0999999999,607578.9199999999,555816.04,51762.87999999993,65208.34999999999,23368.42,21377.54,1990.8799999999974,41839.93
149525,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,PA,17701,PA - Danville,21,86565.52,20064.71,17073.86,2990.8499999999985,Pennsylvania,D,PA- D,1817875.9200000002,421358.91,358551.06,62807.84999999997,86565.52,20064.71,17073.86,2990.8499999999985,66500.81000000001
149904,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,PA - Allentown,30,200631.63,28052.83,21227.4,6825.43,Pennsylvania,D,PA- D,6018948.9,841584.9,636822.0,204762.90000000002,200631.63,28052.83,21227.4,6825.430000000001,172578.8
149905,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,PA - Allentown,12,114964.92,22241.75,18120.5,4121.25,Pennsylvania,D,PA- D,1379579.04,266901.0,217446.0,49455.0,114964.92,22241.75,18120.5,4121.25,92723.17
150076,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,PA - Pittsburgh,22,82505.95,26836.73,21093.68,5743.049999999999,Pennsylvania,D,PA- D,1815130.9,590408.0599999999,464060.96,126347.09999999998,82505.95,26836.729999999996,21093.68,5743.049999999999,55669.219999999994
150077,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,PA - Pittsburgh,15,60979.33,21135.13,17598.07,3537.0600000000013,Pennsylvania,D,PA- D,914689.9500000001,317026.95,263971.05,53055.90000000002,60979.33,21135.13,17598.07,3537.0600000000018,39844.2
150267,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,LANCASTER,PA,17604,PA - Lancaster,15,130742.53,21661.6,17677.47,3984.1299999999974,Pennsylvania,D,PA- D,1961137.95,324924.0,265162.05000000005,59761.94999999996,130742.53,21661.6,17677.470000000005,3984.1299999999974,109080.93
150268,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,LANCASTER,PA,17604,PA - Lancaster,14,101762.86,17209.29,13884.07,3325.220000000001,Pennsylvania,D,PA- D,1424680.04,240930.06,194376.97999999998,46553.080000000016,101762.86,17209.29,13884.069999999998,3325.220000000001,84553.56999999999
150390,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390063,UPMC HAMOT,201 STATE STREET,ERIE,PA,16550,PA - Erie,13,98736.0,19609.92,17951.46,1658.4599999999991,Pennsylvania,D,PA- D,1283568.0,254928.95999999996,233368.97999999998,21559.97999999999,98736.0,19609.92,17951.46,1658.4599999999991,79126.08
150654,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17105,PA - Harrisburg,36,48444.03,23564.17,20006.75,3557.4199999999983,Pennsylvania,D,PA- D,1743985.08,848310.1199999999,720243.0,128067.11999999994,48444.03,23564.17,20006.75,3557.4199999999983,24879.860000000004
150655,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17105,PA - Harrisburg,35,36787.14,17981.83,16513.6,1468.2300000000032,Pennsylvania,D,PA- D,1287549.9,629364.05,577976.0,51388.05000000011,36787.14,17981.83,16513.6,1468.2300000000032,18805.309999999998
151049,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,PA - Sayre,13,72073.38,22695.0,18445.38,4249.619999999999,Pennsylvania,D,PA- D,936953.9400000001,295035.0,239789.94,55245.05999999998,72073.38,22695.0,18445.38,4249.619999999999,49378.380000000005
151050,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,PA - Sayre,15,69319.93,18127.47,14565.13,3562.340000000002,Pennsylvania,D,PA- D,1039798.95,271912.05000000005,218476.94999999998,53435.10000000003,69319.93,18127.470000000005,14565.13,3562.340000000002,51192.45999999999
151567,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17604,PA - Lancaster,58,67752.4,23648.91,15746.1,7902.8099999999995,Pennsylvania,D,PA- D,3929639.1999999997,1371636.78,913273.8,458362.98,67752.4,23648.91,15746.1,7902.8099999999995,44103.49
151568,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17604,PA - Lancaster,30,60022.6,22129.5,13222.73,8906.77,Pennsylvania,D,PA- D,1800678.0,663885.0,396681.89999999997,267203.10000000003,60022.6,22129.5,13222.73,8906.77,37893.1
151717,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,PA - Pittsburgh,17,115574.59,22635.76,17531.47,5104.289999999997,Pennsylvania,D,PA- D,1964768.03,384807.92,298034.99,86772.92999999995,115574.59,22635.76,17531.47,5104.289999999997,92938.83
151718,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,PA - Pittsburgh,16,101132.31,18572.31,14777.06,3795.250000000002,Pennsylvania,D,PA- D,1618116.96,297156.96,236432.96,60724.00000000003,101132.31,18572.31,14777.06,3795.250000000002,82560.0
152205,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,PA - Erie,11,54909.36,17272.55,16092.55,1180.0,Pennsylvania,D,PA- D,604002.96,189998.05,177018.05,12980.0,54909.35999999999,17272.55,16092.55,1180.0,37636.81
152237,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,19,103416.89,27456.16,24209.32,3246.84,Pennsylvania,D,PA- D,1964920.91,521667.04,459977.08,61689.96000000001,103416.89,27456.16,24209.32,3246.84,75960.73
152238,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,38,68429.79,23775.55,19427.29,4348.259999999998,Pennsylvania,D,PA- D,2600332.0199999996,903470.9,738237.02,165233.87999999995,68429.79,23775.55,19427.29,4348.259999999998,44654.23999999999
152353,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia,17,125288.29,22910.71,19455.94,3454.7700000000004,Pennsylvania,D,PA- D,2129900.9299999997,389482.07,330750.98,58731.09000000001,125288.28999999998,22910.71,19455.94,3454.7700000000004,102377.57999999997
152354,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia,11,98100.45,19949.73,15595.45,4354.279999999999,Pennsylvania,D,PA- D,1079104.95,219447.03,171549.95,47897.07999999999,98100.45,19949.73,15595.45,4354.279999999999,78150.71999999999
152847,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,PA,18105,PA - Allentown,38,133101.68,22224.11,18401.34,3822.7700000000004,Pennsylvania,D,PA- D,5057863.84,844516.18,699250.92,145265.26,133101.68,22224.11,18401.34,3822.7700000000004,110877.57
152848,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,PA,18105,PA - Allentown,25,112960.2,18403.36,14119.2,4284.16,Pennsylvania,D,PA- D,2824005.0,460084.0,352980.0,107104.0,112960.2,18403.36,14119.2,4284.16,94556.84
153160,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,PA - Philadelphia,24,94546.67,24387.46,21302.17,3085.290000000001,Pennsylvania,D,PA- D,2269120.08,585299.04,511252.07999999996,74046.96000000002,94546.67,24387.460000000003,21302.17,3085.290000000001,70159.21
153161,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,PA - Philadelphia,14,71787.29,20281.07,16100.29,4180.779999999999,Pennsylvania,D,PA- D,1005022.0599999999,283934.98,225404.06,58530.919999999984,71787.29,20281.07,16100.289999999999,4180.779999999999,51506.219999999994
153502,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,PA - Harrisburg,11,68879.45,22257.0,21321.27,935.7299999999996,Pennsylvania,D,PA- D,757673.95,244827.0,234533.97,10293.029999999995,68879.45,22257.0,21321.27,935.7299999999996,46622.45
153803,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,PA - Allentown,14,295486.29,23558.29,22806.29,752.0,Pennsylvania,D,PA- D,4136808.0599999996,329816.06,319288.06,10528.0,295486.29,23558.29,22806.29,752.0,271927.99999999994
154025,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,40,205882.68,28928.32,22066.8,6861.52,Pennsylvania,D,PA- D,8235307.199999999,1157132.8,882672.0,274460.80000000005,205882.68,28928.32,22066.8,6861.520000000001,176954.36
154026,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,41,118887.27,21380.27,17473.17,3907.100000000002,Pennsylvania,D,PA- D,4874378.07,876591.0700000001,716399.97,160191.1000000001,118887.27,21380.27,17473.17,3907.100000000002,97507.0
154386,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,44,141771.34,32637.07,28811.77,3825.2999999999993,Pennsylvania,D,PA- D,6237938.96,1436031.08,1267717.8800000001,168313.19999999995,141771.34,32637.070000000003,28811.770000000004,3825.299999999999,109134.27
154387,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,76,101130.47,26299.25,21718.43,4580.82,Pennsylvania,D,PA- D,7685915.72,1998743.0,1650600.68,348142.31999999995,101130.47,26299.25,21718.43,4580.82,74831.22
154501,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,PA - Erie,11,72424.55,19999.82,16664.45,3335.369999999999,Pennsylvania,D,PA- D,796670.05,219998.02,183308.95,36689.06999999999,72424.55,19999.82,16664.45,3335.3699999999994,52424.73
155428,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,PA - Philadelphia,16,117356.94,25406.62,15330.06,10076.56,Pennsylvania,D,PA- D,1877711.04,406505.92,245280.96,161224.96,117356.94,25406.62,15330.06,10076.56,91950.32
155429,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,PA - Philadelphia,15,103743.87,18649.0,15244.87,3404.129999999999,Pennsylvania,D,PA- D,1556158.0499999998,279735.0,228673.05000000002,51061.94999999999,103743.86999999998,18649.0,15244.87,3404.129999999999,85094.86999999998
155531,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,17,210781.53,36713.88,33925.12,2788.7599999999948,Pennsylvania,D,PA- D,3583286.01,624135.96,576727.04,47408.91999999991,210781.53,36713.88,33925.12,2788.7599999999948,174067.65
155532,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,64,142966.27,28112.64,26001.48,2111.16,Pennsylvania,D,PA- D,9149841.28,1799208.96,1664094.72,135114.24,142966.27,28112.64,26001.48,2111.16,114853.62999999999
155533,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,22,119133.09,24084.73,20697.86,3386.869999999999,Pennsylvania,D,PA- D,2620927.98,529864.0599999999,455352.92000000004,74511.13999999998,119133.09,24084.729999999996,20697.86,3386.8699999999994,95048.36
155671,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,48,130036.21,29185.06,26250.12,2934.9400000000023,Pennsylvania,D,PA- D,6241738.08,1400882.8800000001,1260005.76,140877.1200000001,130036.21,29185.06,26250.12,2934.9400000000023,100851.15000000001
155672,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,39,102646.1,23476.44,21712.74,1763.699999999997,Pennsylvania,D,PA- D,4003197.9000000004,915581.1599999999,846796.8600000001,68784.29999999989,102646.1,23476.44,21712.74,1763.699999999997,79169.66
155916,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,PA - Philadelphia,13,90367.92,23174.46,21432.0,1742.4599999999991,Pennsylvania,D,PA- D,1174782.96,301267.98,278616.0,22651.97999999999,90367.92,23174.46,21432.0,1742.4599999999991,67193.45999999999
